"","X","idnum","state","state2","stfips","zip","region","typebldg","floor","room","basement","windoor","rep","stratum","wave","starttm","stoptm","startdt","stopdt","activity","pcterr","adjwt","dupflag","zipflag","cntyfips","county","fips","Uppm","county_code","log_radon"
"569",568,5649,"MN","MN",27,56381,5,1,0,4,"Y",NA,3,4,34,1930,1945,122787,122987,3.4,10.8,1214.922779,0,0,121,"POPE",27121,1.32465,60,1.25276296849537
"570",569,5650,"MN","MN",27,55101,3,1,0,4,"Y",NA,2,5,27,1630,1800,121387,121587,6.8,4.7,2246.96884,1,0,123,"RAMSEY",27123,0.658327,61,1.93152141160321
"571",570,5651,"MN","MN",27,55101,3,1,0,4,"Y",NA,4,5,34,700,700,122887,123087,3.6,9.8,2314.365189,0,0,123,"RAMSEY",27123,0.658327,61,1.30833281965018
"572",571,5652,"MN","MN",27,55102,3,1,0,4,"Y",NA,3,5,31,1430,830,121987,122387,2.2,12.3,2119.396234,0,0,123,"RAMSEY",27123,0.658327,61,0.832909122935104
"573",572,5653,"MN","MN",27,55102,3,2,0,4,"Y",NA,3,5,49,2200,1700,20288,20288,2.6,8.1,2119.396234,0,0,123,"RAMSEY",27123,0.658327,61,0.993251773010283
"574",573,5654,"MN","MN",27,55103,3,1,0,4,"Y",NA,4,5,25,1600,1605,121287,121687,2.1,12.5,2314.365189,0,0,123,"RAMSEY",27123,0.658327,61,0.78845736036427
"575",574,5655,"MN","MN",27,55105,3,1,0,4,"Y",NA,1,5,34,2300,800,122887,123187,7,5.2,2116.561544,0,0,123,"RAMSEY",27123,0.658327,61,1.96009478404727
"576",575,5656,"MN","MN",27,55105,3,1,0,4,"Y",NA,1,5,45,1730,1730,12688,12888,1.2,19.6,2116.561544,0,0,123,"RAMSEY",27123,0.658327,61,0.262364264467491
"577",576,5657,"MN","MN",27,55106,3,1,0,4,"Y",NA,1,2,22,947,1301,122187,122387,3.8,9,485.435931,1,0,123,"RAMSEY",27123,0.658327,61,1.3609765531356
"578",577,5658,"MN","MN",27,55106,3,1,0,4,"Y",NA,3,5,30,1200,1200,11188,11388,3.5,6.4,2119.396234,0,0,123,"RAMSEY",27123,0.658327,61,1.28093384546206
"579",578,5659,"MN","MN",27,55106,3,1,0,2,"Y",NA,1,5,39,2000,2200,12688,12888,4.2,6.8,2116.561544,0,0,123,"RAMSEY",27123,0.658327,61,1.45861502269952
"580",579,5660,"MN","MN",27,55107,3,2,1,1,"Y",NA,3,5,26,900,900,121487,121687,1.6,19.8,2119.396234,0,0,123,"RAMSEY",27123,0.658327,61,0.53062825106217
"581",580,5661,"MN","MN",27,55107,3,1,1,3,"Y",NA,1,5,45,1430,930,12788,12988,2.8,9.6,2116.561544,0,0,123,"RAMSEY",27123,0.658327,61,1.06471073699243
"582",581,5662,"MN","MN",27,55108,3,1,0,7,"Y",NA,3,5,41,2000,2000,12188,12388,8.6,4.2,2119.396234,0,0,123,"RAMSEY",27123,0.658327,61,2.16332302566054
"583",582,5663,"MN","MN",27,55108,3,1,0,4,"Y",NA,5,5,44,1025,2355,41188,41488,6.2,5,2179.503255,0,0,123,"RAMSEY",27123,0.658327,61,1.84054963339749
"584",583,5664,"MN","MN",27,55109,3,1,0,4,"Y",NA,4,5,37,705,705,11188,11388,5.2,4.4,2314.365189,0,0,123,"RAMSEY",27123,0.658327,61,1.66770682055808
"585",584,5665,"MN","MN",27,55110,3,1,0,4,"Y",NA,4,5,37,1100,1100,11288,11488,2.7,11,2314.365189,0,0,123,"RAMSEY",27123,0.658327,61,1.02961941718116
"586",585,5666,"MN","MN",27,55112,3,1,0,4,"Y",NA,1,5,47,2250,2255,20288,20288,1.2,16.7,2116.561544,0,0,123,"RAMSEY",27123,0.658327,61,0.262364264467491
"587",586,5667,"MN","MN",27,55112,3,1,0,2,"Y",NA,1,5,2,1201,1530,22488,22688,3.5,6.5,2116.561544,0,0,123,"RAMSEY",27123,0.658327,61,1.28093384546206
"588",587,5668,"MN","MN",27,55113,3,1,0,2,"Y",NA,5,5,24,1830,1830,121387,121587,5.5,5.3,2179.503255,0,0,123,"RAMSEY",27123,0.658327,61,1.7227665977411
"589",588,5669,"MN","MN",27,55116,3,1,1,1,"Y",NA,1,5,26,930,930,122887,123087,10.1,11.6,2116.561544,0,0,123,"RAMSEY",27123,0.658327,61,2.32238772029023
"590",589,5670,"MN","MN",27,55116,3,1,0,7,"Y",NA,4,5,27,1700,1700,12388,12588,5.5,5.2,2314.365189,0,0,123,"RAMSEY",27123,0.658327,61,1.7227665977411
"591",590,5671,"MN","MN",27,55116,3,1,0,2,"Y",NA,2,5,1,930,930,40488,40488,1.2,17.2,2246.96884,0,0,123,"RAMSEY",27123,0.658327,61,0.262364264467491
"592",591,5672,"MN","MN",27,55117,3,1,0,2,"Y",NA,3,5,47,1900,1955,20288,20288,4.9,6.4,2119.396234,0,0,123,"RAMSEY",27123,0.658327,61,1.6094379124341
"593",592,5673,"MN","MN",27,55119,3,1,0,7,"Y",NA,3,5,32,616,616,122187,122387,4,9.4,2119.396234,0,0,123,"RAMSEY",27123,0.658327,61,1.41098697371026
"594",593,5674,"MN","MN",27,55119,3,1,0,4,"Y",NA,3,5,25,1600,1600,122787,122987,3.5,11.3,2119.396234,0,0,123,"RAMSEY",27123,0.658327,61,1.28093384546206
"595",594,5675,"MN","MN",27,55119,3,1,0,4,"Y",NA,5,5,39,1804,1900,11688,11988,2.5,10.6,2179.503255,0,0,123,"RAMSEY",27123,0.658327,61,0.955511445027436
"596",595,5676,"MN","MN",27,55119,3,1,0,2,"Y",NA,4,5,44,1000,800,12488,12688,1.2,15.3,2314.365189,0,0,123,"RAMSEY",27123,0.658327,61,0.262364264467491
"597",596,5677,"MN","MN",27,55119,3,1,0,1,"Y",NA,2,5,46,1800,1800,12688,12888,2.7,10,2246.96884,0,0,123,"RAMSEY",27123,0.658327,61,1.02961941718116
"598",597,5678,"MN","MN",27,55126,3,1,0,4,"Y",NA,4,5,21,900,900,121687,121887,1.7,13.9,2314.365189,0,0,123,"RAMSEY",27123,0.658327,61,0.587786664902119
"599",598,5679,"MN","MN",27,55126,3,1,0,2,"Y",NA,2,5,39,1845,1850,11788,11988,3.1,12.4,2246.96884,0,0,123,"RAMSEY",27123,0.658327,61,1.16315080980568
"600",599,5680,"MN","MN",27,55126,3,1,0,2,"N",NA,5,5,39,1115,1115,13088,20288,0.7,48.2,2179.503255,0,0,123,"RAMSEY",27123,0.658327,61,-0.22314355131421
"601",600,5681,"MN","MN",27,55126,3,2,0,4,"Y",NA,4,5,47,2250,2250,20288,20288,1,22.9,2314.365189,0,0,123,"RAMSEY",27123,0.658327,61,0.0953101798043249
"602",601,5682,"MN","MN",27,56152,5,1,0,4,"Y",NA,1,4,24,700,700,122187,122387,1.9,14.8,1088.985661,0,0,127,"REDWOOD",27127,1.44242,62,0.693147180559945
"603",602,5683,"MN","MN",27,56152,5,1,0,4,"Y",NA,4,4,25,1300,1330,121287,121487,3.8,6.5,1177.377355,0,0,127,"REDWOOD",27127,1.44242,62,1.3609765531356
"604",603,5684,"MN","MN",27,56214,5,1,0,4,"Y",NA,3,4,40,1445,1500,12388,12588,8.9,3.7,1214.922779,1,0,127,"REDWOOD",27127,1.44242,62,2.19722457733622
"605",604,5685,"MN","MN",27,56283,5,1,0,2,"Y",NA,5,4,28,1000,1000,121987,122187,7.4,4.5,1105.956867,0,0,127,"REDWOOD",27127,1.44242,62,2.01490302054226
"606",605,5686,"MN","MN",27,56283,5,1,1,2,"Y",NA,1,4,27,2000,2100,31688,31888,20.7,2.5,1088.985661,0,0,127,"REDWOOD",27127,1.44242,62,3.03495298670727
"607",606,5687,"MN","MN",27,55310,5,1,0,4,"Y",NA,2,4,30,1200,1230,20288,20288,6,4.3,1146.49919,0,0,129,"RENVILLE",27129,1.46313,63,1.80828877117927
"608",607,5688,"MN","MN",27,55314,5,1,0,4,"Y",NA,5,4,44,1857,600,12088,12388,2.1,12.1,1105.956867,0,0,129,"RENVILLE",27129,1.46313,63,0.78845736036427
"609",608,5689,"MN","MN",27,56230,5,1,1,2,"N",NA,5,4,39,1720,1725,11688,11888,5.8,4.9,1105.956867,0,0,129,"RENVILLE",27129,1.46313,63,1.77495235091167
"610",609,5690,"MN","MN",27,55021,4,1,0,4,"Y",NA,2,3,26,700,700,121687,121887,9.7,4.4,921.864905,0,0,131,"RICE",27131,1.21306,64,2.28238238567653
"611",610,5691,"MN","MN",27,55021,4,1,0,3,"Y",NA,1,3,32,1630,1630,122087,122287,6.4,6.7,1024.442902,0,0,131,"RICE",27131,1.21306,64,1.87180217690159
"612",611,5692,"MN","MN",27,55021,4,1,0,7,"Y",NA,3,3,36,1100,1100,122887,123087,4.6,7.8,1071.318034,0,0,131,"RICE",27131,1.21306,64,1.54756250871601
"613",612,5693,"MN","MN",27,55021,4,1,0,4,"Y",NA,4,3,39,840,943,11888,12088,5.6,4.8,990.411554,0,0,131,"RICE",27131,1.21306,64,1.7404661748405
"614",613,5694,"MN","MN",27,55021,4,1,0,1,"Y",NA,2,3,41,1100,600,12388,12888,19,2.4,921.864905,0,0,131,"RICE",27131,1.21306,64,2.94968833505258
"615",614,5695,"MN","MN",27,55021,4,1,1,3," ",NA,4,3,45,800,800,20288,20288,2.4,8.6,990.411554,0,0,131,"RICE",27131,1.21306,64,0.916290731874155
"616",615,5696,"MN","MN",27,55046,4,1,0,4,"Y",NA,3,3,23,700,700,121687,121887,3,9.8,1071.318034,0,0,131,"RICE",27131,1.21306,64,1.1314021114911
"617",616,5697,"MN","MN",27,55046,4,1,0,4,"Y",NA,4,3,42,1100,1100,11788,11988,5.1,4.6,990.411554,0,0,131,"RICE",27131,1.21306,64,1.64865862558738
"618",617,5698,"MN","MN",27,55057,4,1,0,4,"Y",NA,4,3,21,1345,1345,122287,122487,7.7,4.7,990.411554,0,0,131,"RICE",27131,1.21306,64,2.05412373369555
"619",618,5699,"MN","MN",27,55057,4,1,0,4,"Y",NA,3,3,25,600,2100,121487,121687,8.1,7.4,1071.318034,0,0,131,"RICE",27131,1.21306,64,2.10413415427021
"620",619,5700,"MN","MN",27,55946,4,1,0,5,"Y",NA,4,3,24,2045,530,121587,121887,4.7,6.3,990.411554,0,0,131,"RICE",27131,1.21306,64,1.56861591791385
"621",620,5701,"MN","MN",27,56156,5,1,0,4,"Y",NA,2,4,46,1400,1400,20288,20288,8.4,4,1146.49919,0,0,133,"ROCK",27133,1.69558,65,2.14006616349627
"622",621,5702,"MN","MN",27,56156,5,1,0,4,"Y",NA,1,4,4,2205,2330,30388,31088,1.6,19,1088.985661,0,0,133,"ROCK",27133,1.69558,65,0.53062825106217
"623",622,5703,"MN","MN",27,56726,2,1,1,7,"Y",NA,5,2,36,1615,1658,122887,123087,6,6.7,471.366223,0,0,135,"ROSEAU",27135,0.808928,66,1.80828877117927
"624",623,5704,"MN","MN",27,56726,2,1,1,3,"Y",NA,2,2,38,1000,1000,123187,10188,1.1,21.9,461.62367,0,0,135,"ROSEAU",27135,0.808928,66,0.182321556793955
"625",624,5705,"MN","MN",27,56751,2,1,0,4,"Y",NA,1,2,22,2300,800,11588,11788,11.4,3.8,485.435931,0,0,135,"ROSEAU",27135,0.808928,66,2.4423470353692
"626",625,5706,"MN","MN",27,56751,2,1,1,3,"N",NA,5,2,33,645,650,122187,122387,4.3,7.6,471.366223,1,0,135,"ROSEAU",27135,0.808928,66,1.48160454092422
"627",626,5707,"MN","MN",27,56751,2,1,1,3,"N",NA,4,2,32,1730,1625,122287,122487,3.6,13.7,461.274696,0,0,135,"ROSEAU",27135,0.808928,66,1.30833281965018
"628",627,5708,"MN","MN",27,56751,2,1,0,2,"Y",NA,2,2,38,1215,1245,122887,123087,10.3,4.3,461.62367,0,0,135,"ROSEAU",27135,0.808928,66,2.34180580614733
"629",628,5709,"MN","MN",27,56751,2,1,1,4,"Y",NA,4,2,38,1900,1925,122687,122887,3.4,7.5,461.274696,0,0,135,"ROSEAU",27135,0.808928,66,1.25276296849537
"630",629,5710,"MN","MN",27,56751,2,1,0,4,"Y",NA,5,2,38,1415,1405,122687,122887,3.1,8.5,471.366223,0,0,135,"ROSEAU",27135,0.808928,66,1.16315080980568
"631",630,5711,"MN","MN",27,56756,2,1,0,4,"Y",NA,3,2,22,2200,2157,121087,121287,3.6,10.5,433.316718,0,0,135,"ROSEAU",27135,0.808928,66,1.30833281965018
"632",631,5712,"MN","MN",27,56759,2,1,0,4,"Y",NA,2,2,34,1001,1035,122287,122487,2.7,9.7,461.62367,0,0,135,"ROSEAU",27135,0.808928,66,1.02961941718116
"633",632,5713,"MN","MN",27,56759,2,1,0,2,"Y",NA,5,2,34,2200,800,122687,122987,4,5.6,471.366223,0,0,135,"ROSEAU",27135,0.808928,66,1.41098697371026
"634",633,5714,"MN","MN",27,56763,2,1,1,0,"N",NA,1,2,24,1015,1015,122687,122887,1.2,36.3,485.435931,0,0,135,"ROSEAU",27135,0.808928,66,0.262364264467491
"635",634,5715,"MN","MN",27,56763,2,1,1,3,"N",NA,1,2,32,2100,2200,122687,122887,1.7,12.2,485.435931,0,0,135,"ROSEAU",27135,0.808928,66,0.587786664902119
"636",635,5716,"MN","MN",27,56763,2,1,1,3,"N",NA,4,2,42,2030,2030,11788,11988,4.2,9.6,461.274696,0,0,135,"ROSEAU",27135,0.808928,66,1.45861502269952
"637",636,5717,"MN","MN",27,55044,5,0,1,0," ",NA,1,2,39,1700,1700,11888,12088,19.3,2.8,485.435931,2,0,139,"SCOTT",27139,1.06515,67,2.96527306606928
"638",637,5718,"MN","MN",27,55044,5,1,1,1,"N",NA,4,2,43,930,930,12288,12488,9.1,3.7,461.274696,0,0,139,"SCOTT",27139,1.06515,67,2.21920348405499
"639",638,5719,"MN","MN",27,55352,5,1,0,2,"Y",NA,2,4,43,1000,1000,12188,12388,2,13.7,1146.49919,0,0,139,"SCOTT",27139,1.06515,67,0.741937344729377
"640",639,5720,"MN","MN",27,55352,5,1,0,4,"Y",NA,3,4,4,700,715,22988,30388,11.4,3.1,1214.922779,0,0,139,"SCOTT",27139,1.06515,67,2.4423470353692
"641",640,5721,"MN","MN",27,55372,5,1,0,4,"Y",NA,1,4,26,800,800,20288,20288,10.2,4.1,1088.985661,0,0,139,"SCOTT",27139,1.06515,67,2.33214389523559
"642",641,5722,"MN","MN",27,55372,5,1,1,2,"Y",NA,5,4,40,1500,1500,31388,31588,2.1,10.6,1105.956867,2,0,139,"SCOTT",27139,1.06515,67,0.78845736036427
"643",642,5723,"MN","MN",27,55372,5,1,0,5,"Y",NA,1,4,49,2230,2230,20288,20288,1.2,16.7,1088.985661,0,0,139,"SCOTT",27139,1.06515,67,0.262364264467491
"644",643,5724,"MN","MN",27,55378,5,1,0,4,"Y",NA,4,4,22,2035,2035,122787,122987,3.2,11.8,1177.377355,0,0,139,"SCOTT",27139,1.06515,67,1.19392246847243
"645",644,5725,"MN","MN",27,55379,5,1,1,3," ",NA,2,4,42,1830,1835,11888,12088,2,15.9,1146.49919,0,0,139,"SCOTT",27139,1.06515,67,0.741937344729377
"646",645,5726,"MN","MN",27,55379,5,1,0,4,"Y",NA,5,4,46,800,800,20288,20288,4.3,5.6,1105.956867,0,0,139,"SCOTT",27139,1.06515,67,1.48160454092422
"647",646,5727,"MN","MN",27,56071,5,0,0,0," ",NA,5,3,24,730,830,121487,121687,2.2,14.3,893.23743,0,0,139,"SCOTT",27139,1.06515,67,0.832909122935104
"648",647,5728,"MN","MN",27,56071,5,2,0,4,"Y",NA,1,3,29,2045,2115,11088,11288,5.4,5.2,1024.442902,0,0,139,"SCOTT",27139,1.06515,67,1.70474809223843
"649",648,5729,"MN","MN",27,56071,5,1,0,4,"Y",NA,2,3,39,1800,1800,11588,11788,25.2,2.1,921.864905,2,0,139,"SCOTT",27139,1.06515,67,3.23080439573347
"650",649,5730,"MN","MN",27,55308,5,1,0,4,"Y",NA,5,3,29,1700,1230,22188,22488,5.1,5,893.23743,2,0,141,"SHERBURNE",27141,0.504879,68,1.64865862558738
"651",650,5731,"MN","MN",27,55319,5,1,0,2,"Y",NA,2,3,21,1200,1200,123087,10188,2.3,21.6,921.864905,0,0,141,"SHERBURNE",27141,0.504879,68,0.8754687373539
"652",651,5732,"MN","MN",27,55330,5,1,0,2,"Y",NA,2,3,29,1800,1800,31788,31988,3.2,10.3,921.864905,0,0,141,"SHERBURNE",27141,0.504879,68,1.19392246847243
"653",652,5733,"MN","MN",27,55330,5,1,0,1," ",NA,3,3,2,1800,1800,22388,22588,2.5,10.7,1071.318034,0,0,141,"SHERBURNE",27141,0.504879,68,0.955511445027436
"654",653,5734,"MN","MN",27,55398,5,1,0,4,"Y",NA,4,3,42,1158,1550,11988,12188,2.8,10.2,990.411554,0,0,141,"SHERBURNE",27141,0.504879,68,1.06471073699243
"655",654,5735,"MN","MN",27,55398,5,1,0,4,"Y",NA,3,3,49,900,2000,22088,22588,3.1,10.3,1071.318034,0,0,141,"SHERBURNE",27141,0.504879,68,1.16315080980568
"656",655,5736,"MN","MN",27,56304,5,1,0,2,"Y",NA,3,3,37,1825,1213,122887,123187,1.6,12.4,1071.318034,0,0,141,"SHERBURNE",27141,0.504879,68,0.53062825106217
"657",656,5737,"MN","MN",27,56304,5,1,0,4,"Y",NA,4,3,3,1755,1925,22388,22588,4.7,6.8,990.411554,0,0,141,"SHERBURNE",27141,0.504879,68,1.56861591791385
"658",657,5738,"MN","MN",27,55366,5,1,0,4,"Y",NA,1,4,21,945,945,120287,121087,4,8,1088.985661,1,0,143,"SIBLEY",27143,1.26771,69,1.41098697371026
"659",658,5739,"MN","MN",27,55396,5,1,0,7,"Y",NA,5,4,21,800,800,121487,121687,5,7.7,1105.956867,0,0,143,"SIBLEY",27143,1.26771,69,1.62924053973028
"660",659,5740,"MN","MN",27,56044,5,1,0,4,"Y",NA,4,4,33,1410,1410,122887,123087,1.5,20,1177.377355,0,0,143,"SIBLEY",27143,1.26771,69,0.470003629245736
"661",660,5741,"MN","MN",27,56044,5,1,0,4,"Y",NA,1,4,47,1735,1735,20288,20288,4.8,6.6,1088.985661,0,0,143,"SIBLEY",27143,1.26771,69,1.58923520511658
"662",661,5742,"MN","MN",27,55702,1,1,0,4,"Y",NA,1,2,21,817,817,121387,121587,0.8,25.2,485.435931,0,0,137,"ST LOUIS",27137,0.622088,70,-0.105360515657826
"663",662,5743,"MN","MN",27,55705,1,1,1,3," ",NA,2,2,35,2100,2100,122787,122987,0.5,54.8,461.62367,0,0,137,"ST LOUIS",27137,0.622088,70,-0.510825623765991
"664",663,5744,"MN","MN",27,55705,1,1,0,4,"Y",NA,4,2,40,800,800,11788,11988,2.4,8.8,461.274696,0,0,137,"ST LOUIS",27137,0.622088,70,0.916290731874155
"665",664,5745,"MN","MN",27,55706,1,1,0,4,"Y",NA,1,2,26,1130,1130,121287,121487,2.3,9,485.435931,0,0,137,"ST LOUIS",27137,0.622088,70,0.8754687373539
"666",665,5746,"MN","MN",27,55706,1,1,0,2,"Y",NA,2,2,26,2130,2130,121487,121687,4.6,8.1,461.62367,0,0,137,"ST LOUIS",27137,0.622088,70,1.54756250871601
"667",666,5747,"MN","MN",27,55706,1,1,0,7,"Y",NA,1,2,45,920,922,20288,20288,11,3.1,485.435931,0,0,137,"ST LOUIS",27137,0.622088,70,2.40694510831829
"668",667,5748,"MN","MN",27,55706,1,1,0,2,"Y",NA,2,2,50,600,600,20288,20288,14.9,2.5,461.62367,0,0,137,"ST LOUIS",27137,0.622088,70,2.70805020110221
"669",668,5749,"MN","MN",27,55710,1,0,0,0," ",NA,4,2,21,1200,1400,120287,121387,8.6,4.2,461.274696,0,0,137,"ST LOUIS",27137,0.622088,70,2.16332302566054
"670",669,5750,"MN","MN",27,55713,1,1,0,4,"Y",NA,5,2,35,1200,1200,10188,10188,4.5,5.5,471.366223,0,0,137,"ST LOUIS",27137,0.622088,70,1.52605630349505
"671",670,5751,"MN","MN",27,55719,1,1,0,4,"Y",NA,4,2,26,700,800,121687,121887,1.5,14.9,461.274696,0,0,137,"ST LOUIS",27137,0.622088,70,0.470003629245736
"672",671,5752,"MN","MN",27,55719,1,1,0,4,"Y",NA,5,2,30,900,915,122087,122287,3.9,10.4,471.366223,0,0,137,"ST LOUIS",27137,0.622088,70,1.38629436111989
"673",672,5753,"MN","MN",27,55719,1,1,0,4,"Y",NA,1,2,34,2200,2200,122887,123087,1.8,13.7,485.435931,0,0,137,"ST LOUIS",27137,0.622088,70,0.641853886172395
"674",673,5754,"MN","MN",27,55719,1,1,0,4,"Y",NA,2,2,47,1600,1600,20288,20288,1.6,9.8,461.62367,0,0,137,"ST LOUIS",27137,0.622088,70,0.53062825106217
"675",674,5755,"MN","MN",27,55723,1,1,0,3,"N",NA,4,2,36,1200,1200,122787,122987,0.5,57.5,461.274696,0,0,137,"ST LOUIS",27137,0.622088,70,-0.510825623765991
"676",675,5756,"MN","MN",27,55724,1,1,1,3,"N",NA,2,2,42,830,830,12288,12488,0.4,0,461.62367,0,0,137,"ST LOUIS",27137,0.622088,70,-0.693147180559945
"677",676,5757,"MN","MN",27,55731,1,1,1,3,"Y",NA,4,2,24,1210,1410,121287,121487,0.5,29.7,461.274696,0,0,137,"ST LOUIS",27137,0.622088,70,-0.510825623765991
"678",677,5758,"MN","MN",27,55731,1,1,0,2,"Y",NA,3,2,47,830,830,20288,20288,8.7,4,433.316718,0,0,137,"ST LOUIS",27137,0.622088,70,2.17475172148416
"679",678,5759,"MN","MN",27,55732,1,1,1,1,"Y",NA,4,2,45,1620,1620,12288,12488,1.6,11.3,461.274696,0,0,137,"ST LOUIS",27137,0.622088,70,0.53062825106217
"680",679,5760,"MN","MN",27,55734,1,1,0,7,"Y",NA,4,2,24,1500,1500,121287,121487,1.4,13.8,461.274696,0,0,137,"ST LOUIS",27137,0.622088,70,0.405465108108164
"681",680,5761,"MN","MN",27,55734,1,1,0,2,"Y",NA,5,2,44,2100,2100,12088,12288,8.7,3.9,471.366223,0,0,137,"ST LOUIS",27137,0.622088,70,2.17475172148416
"682",681,5762,"MN","MN",27,55734,1,1,0,4,"Y",NA,2,2,45,1740,1740,21088,21288,11.1,3.5,461.62367,0,0,137,"ST LOUIS",27137,0.622088,70,2.41591377830105
"683",682,5763,"MN","MN",27,55734,1,1,0,4,"Y",NA,3,2,48,1630,1631,20288,20288,1.5,16.5,433.316718,0,0,137,"ST LOUIS",27137,0.622088,70,0.470003629245736
"684",683,5764,"MN","MN",27,55734,1,1,0,4,"Y",NA,5,2,3,600,530,22488,22688,1.1,24.2,471.366223,0,0,137,"ST LOUIS",27137,0.622088,70,0.182321556793955
"685",684,5765,"MN","MN",27,55741,1,1,1,3,"Y",NA,2,2,3,1530,1535,30388,31088,0.9,35.3,461.62367,0,0,137,"ST LOUIS",27137,0.622088,70,0
"686",685,5766,"MN","MN",27,55746,1,1,0,4,"Y",NA,4,2,22,800,800,121787,121987,0.7,24.2,461.274696,0,0,137,"ST LOUIS",27137,0.622088,70,-0.22314355131421
"687",686,5767,"MN","MN",27,55746,1,1,0,2,"Y",NA,1,2,27,1900,1900,121387,121587,4.2,6.1,485.435931,1,0,137,"ST LOUIS",27137,0.622088,70,1.45861502269952
"688",687,5768,"MN","MN",27,55746,1,1,0,3,"Y",NA,3,2,28,1545,1545,121487,121787,3.4,7.5,433.316718,1,0,137,"ST LOUIS",27137,0.622088,70,1.25276296849537
"689",688,5769,"MN","MN",27,55746,1,1,1,7,"Y",NA,5,2,31,1500,1500,122787,122987,2.1,16.7,471.366223,0,0,137,"ST LOUIS",27137,0.622088,70,0.78845736036427
"690",689,5770,"MN","MN",27,55746,1,1,0,0,"Y",NA,2,2,34,1530,1530,10188,10188,2.9,9.3,461.62367,0,0,137,"ST LOUIS",27137,0.622088,70,1.09861228866811
"691",690,5771,"MN","MN",27,55746,1,1,0,2,"Y",NA,4,2,37,1530,1530,122687,122887,1.8,12.3,461.274696,0,0,137,"ST LOUIS",27137,0.622088,70,0.641853886172395
"692",691,5772,"MN","MN",27,55746,1,1,0,4,"Y",NA,4,2,35,1630,1630,11188,11388,1.8,20.2,461.274696,0,0,137,"ST LOUIS",27137,0.622088,70,0.641853886172395
"693",692,5773,"MN","MN",27,55746,1,1,0,4,"Y",NA,5,2,39,600,600,11688,11888,2.4,8.9,471.366223,0,0,137,"ST LOUIS",27137,0.622088,70,0.916290731874155
"694",693,5774,"MN","MN",27,55746,1,1,0,2,"Y",NA,5,2,41,1330,1330,12088,12288,1.7,12.3,471.366223,0,0,137,"ST LOUIS",27137,0.622088,70,0.587786664902119
"695",694,5775,"MN","MN",27,55746,1,1,1,3,"Y",NA,2,2,50,1700,1700,20288,21088,0.8,37.1,461.62367,0,0,137,"ST LOUIS",27137,0.622088,70,-0.105360515657826
"696",695,5776,"MN","MN",27,55746,1,1,0,7,"Y",NA,3,2,50,1900,1900,20288,20288,11.7,3.1,433.316718,0,0,137,"ST LOUIS",27137,0.622088,70,2.46809953147162
"697",696,5777,"MN","MN",27,55750,1,1,0,2,"Y",NA,3,2,45,915,915,12388,12588,1.8,9.9,433.316718,0,0,137,"ST LOUIS",27137,0.622088,70,0.641853886172395
"698",697,5778,"MN","MN",27,55750,1,1,0,4,"Y",NA,5,2,49,1400,400,20288,20288,2.8,8.3,471.366223,0,0,137,"ST LOUIS",27137,0.622088,70,1.06471073699243
"699",698,5779,"MN","MN",27,55751,1,1,1,3,"Y",NA,3,2,30,700,710,122287,122487,3.5,8.5,433.316718,0,0,137,"ST LOUIS",27137,0.622088,70,1.28093384546206
"700",699,5780,"MN","MN",27,55763,1,1,0,4,"Y",NA,3,2,36,1900,1900,10188,10188,3.6,12.3,433.316718,0,0,137,"ST LOUIS",27137,0.622088,70,1.30833281965018
"701",700,5781,"MN","MN",27,55763,1,1,0,4,"Y",NA,3,2,40,830,830,11888,12088,3.5,9.9,433.316718,0,0,137,"ST LOUIS",27137,0.622088,70,1.28093384546206
"702",701,5782,"MN","MN",27,55765,1,1,0,4,"Y",NA,5,2,25,1000,1030,121387,121587,3,7.3,471.366223,0,0,137,"ST LOUIS",27137,0.622088,70,1.1314021114911
"703",702,5783,"MN","MN",27,55765,1,1,1,3,"Y",NA,2,2,29,1140,1140,121687,121887,3.2,8.1,461.62367,0,0,137,"ST LOUIS",27137,0.622088,70,1.19392246847243
"704",703,5784,"MN","MN",27,55765,1,1,0,4,"Y",NA,4,2,50,1000,1015,21188,21388,3.1,10.8,461.274696,0,0,137,"ST LOUIS",27137,0.622088,70,1.16315080980568
"705",704,5785,"MN","MN",27,55768,1,1,0,2,"Y",NA,3,2,1,2015,1600,30388,30388,3.3,9,433.316718,0,0,137,"ST LOUIS",27137,0.622088,70,1.22377543162212
"706",705,5786,"MN","MN",27,55771,1,1,1,3,"N",NA,5,2,50,1200,1200,20288,20288,1.7,13.4,471.366223,0,0,137,"ST LOUIS",27137,0.622088,70,0.587786664902119
"707",706,5787,"MN","MN",27,55779,1,1,0,4,"Y",NA,2,2,40,1000,1000,11788,11988,5.6,4.7,461.62367,0,0,137,"ST LOUIS",27137,0.622088,70,1.7404661748405
"708",707,5788,"MN","MN",27,55779,1,1,0,2,"Y",NA,5,2,47,930,935,13088,20288,3.4,6.7,471.366223,0,0,137,"ST LOUIS",27137,0.622088,70,1.25276296849537
"709",708,5789,"MN","MN",27,55782,1,1,0,7,"Y",NA,3,2,21,730,730,121287,121487,1.5,16.1,433.316718,0,0,137,"ST LOUIS",27137,0.622088,70,0.470003629245736
"710",709,5790,"MN","MN",27,55782,1,1,0,2,"Y",NA,4,2,25,1920,1900,121487,121687,32.2,2.2,461.274696,2,0,137,"ST LOUIS",27137,0.622088,70,3.47506723022861
